user_id,experiment_name,experiment_group
371,restriction_test,A
372,restriction_test,A
373,restriction_test,B
374,restriction_test,A
375,restriction_test,B
376,restriction_test,B
377,restriction_test,B
378,restriction_test,B
379,restriction_test,B
380,restriction_test,B
381,restriction_test,B
382,restriction_test,A
383,restriction_test,B
384,restriction_test,A
385,restriction_test,B
386,restriction_test,B
387,restriction_test,A
388,restriction_test,A
389,restriction_test,B
390,restriction_test,A
391,restriction_test,A
392,restriction_test,A
393,restriction_test,B
394,restriction_test,A
395,restriction_test,A
396,restriction_test,B
397,restriction_test,B
398,restriction_test,B
399,restriction_test,B
400,restriction_test,B
401,restriction_test,B
402,restriction_test,B
403,restriction_test,A
404,restriction_test,A
405,restriction_test,A
406,restriction_test,A
407,restriction_test,B
408,restriction_test,A
409,restriction_test,B
410,restriction_test,B
411,restriction_test,A
412,restriction_test,A
413,restriction_test,B
414,restriction_test,A
415,restriction_test,B
416,restriction_test,B
417,restriction_test,B
418,restriction_test,B
419,restriction_test,B
420,restriction_test,B
421,restriction_test,A
422,restriction_test,A
423,restriction_test,B
424,restriction_test,A
425,restriction_test,B
426,restriction_test,B
427,restriction_test,B
428,restriction_test,A
429,restriction_test,A
430,restriction_test,A
431,restriction_test,A
432,restriction_test,B
433,restriction_test,B
434,restriction_test,B
435,restriction_test,A
436,restriction_test,A
437,restriction_test,A
438,restriction_test,A
439,restriction_test,B
440,restriction_test,B
441,restriction_test,A
442,restriction_test,A
443,restriction_test,A
444,restriction_test,B
445,restriction_test,A
446,restriction_test,A
447,restriction_test,A
448,restriction_test,A
449,restriction_test,A
450,restriction_test,B
451,restriction_test,B
452,restriction_test,A
453,restriction_test,A
454,restriction_test,A
455,restriction_test,A
456,restriction_test,A
457,restriction_test,B
458,restriction_test,A
459,restriction_test,A
460,restriction_test,A
461,restriction_test,A
462,restriction_test,B
463,restriction_test,B
464,restriction_test,A
465,restriction_test,A
466,restriction_test,A
467,restriction_test,A
468,restriction_test,A
469,restriction_test,A
470,restriction_test,A
471,restriction_test,B
472,restriction_test,B
473,restriction_test,A
474,restriction_test,B
475,restriction_test,A
476,restriction_test,A
477,restriction_test,A
478,restriction_test,A
479,restriction_test,A
480,restriction_test,A
481,restriction_test,A
482,restriction_test,A
483,restriction_test,A
484,restriction_test,A
485,restriction_test,B
486,restriction_test,A
487,restriction_test,B
488,restriction_test,A
489,restriction_test,A
490,restriction_test,A
491,restriction_test,A
492,restriction_test,A
493,restriction_test,B
494,restriction_test,B
495,restriction_test,A
496,restriction_test,B
497,restriction_test,A
498,restriction_test,B
499,restriction_test,A
500,restriction_test,B
501,restriction_test,B
502,restriction_test,B
503,restriction_test,B
504,restriction_test,A
505,restriction_test,A
506,restriction_test,A
507,restriction_test,A
508,restriction_test,A
509,restriction_test,B
510,restriction_test,A
511,restriction_test,A
512,restriction_test,B
513,restriction_test,A
514,restriction_test,A
515,restriction_test,A
516,restriction_test,B
517,restriction_test,A
518,restriction_test,B
519,restriction_test,B
520,restriction_test,B
521,restriction_test,B
522,restriction_test,A
523,restriction_test,A
524,restriction_test,A
525,restriction_test,A
526,restriction_test,B
527,restriction_test,A
528,restriction_test,A
529,restriction_test,B
530,restriction_test,B
531,restriction_test,A
532,restriction_test,A
533,restriction_test,B
534,restriction_test,B
535,restriction_test,B
536,restriction_test,B
537,restriction_test,B
538,restriction_test,A
539,restriction_test,B
540,restriction_test,A
541,restriction_test,A
542,restriction_test,A
543,restriction_test,B
544,restriction_test,A
545,restriction_test,A
546,restriction_test,B
547,restriction_test,A
548,restriction_test,A
549,restriction_test,A
550,restriction_test,A
551,restriction_test,B
552,restriction_test,B
553,restriction_test,A
554,restriction_test,B
555,restriction_test,A
556,restriction_test,A
557,restriction_test,B
558,restriction_test,B
559,restriction_test,A
560,restriction_test,A
561,restriction_test,A
562,restriction_test,A
563,restriction_test,A
564,restriction_test,B
565,restriction_test,A
566,restriction_test,B
567,restriction_test,B
568,restriction_test,A
569,restriction_test,B
570,restriction_test,B
571,restriction_test,A
572,restriction_test,B
573,restriction_test,B
574,restriction_test,A
575,restriction_test,A
576,restriction_test,B
577,restriction_test,A
578,restriction_test,B
579,restriction_test,B
580,restriction_test,B
581,restriction_test,A
582,restriction_test,A
583,restriction_test,A
584,restriction_test,A
585,restriction_test,B
586,restriction_test,A
587,restriction_test,A
588,restriction_test,A
589,restriction_test,B
590,restriction_test,B
591,restriction_test,B
592,restriction_test,A
593,restriction_test,B
594,restriction_test,B
595,restriction_test,A
596,restriction_test,B
597,restriction_test,B
598,restriction_test,B
599,restriction_test,B
600,restriction_test,A
601,restriction_test,A
602,restriction_test,B
603,restriction_test,A
604,restriction_test,B
605,restriction_test,A
606,restriction_test,B
607,restriction_test,B
608,restriction_test,A
609,restriction_test,B
610,restriction_test,A
611,restriction_test,A
612,restriction_test,B
613,restriction_test,A
614,restriction_test,A
615,restriction_test,B
616,restriction_test,B
617,restriction_test,A
618,restriction_test,B
619,restriction_test,A
620,restriction_test,B
621,restriction_test,B
622,restriction_test,B
623,restriction_test,B
624,restriction_test,A
625,restriction_test,B
626,restriction_test,B
627,restriction_test,B
628,restriction_test,A
629,restriction_test,B
630,restriction_test,A
631,restriction_test,B
632,restriction_test,A
633,restriction_test,A
634,restriction_test,A
635,restriction_test,A
636,restriction_test,A
637,restriction_test,A
638,restriction_test,B
639,restriction_test,B
640,restriction_test,A
641,restriction_test,B
642,restriction_test,A
643,restriction_test,A
644,restriction_test,B
645,restriction_test,A
646,restriction_test,B
647,restriction_test,B
648,restriction_test,B
649,restriction_test,A
650,restriction_test,A
651,restriction_test,B
652,restriction_test,A
653,restriction_test,B
654,restriction_test,B
655,restriction_test,A
656,restriction_test,A
657,restriction_test,B
658,restriction_test,B
659,restriction_test,A
660,restriction_test,B
661,restriction_test,A
662,restriction_test,B
663,restriction_test,B
664,restriction_test,B
665,restriction_test,B
666,restriction_test,B
667,restriction_test,B
668,restriction_test,B
669,restriction_test,A
670,restriction_test,B
671,restriction_test,A
672,restriction_test,B
673,restriction_test,B
674,restriction_test,B
675,restriction_test,B
676,restriction_test,A
677,restriction_test,A
678,restriction_test,B
679,restriction_test,A
680,restriction_test,A
681,restriction_test,A
682,restriction_test,B
683,restriction_test,B
684,restriction_test,A
685,restriction_test,B
686,restriction_test,B
687,restriction_test,B
688,restriction_test,A
689,restriction_test,A
690,restriction_test,A
691,restriction_test,B
692,restriction_test,B
693,restriction_test,B
694,restriction_test,B
695,restriction_test,B
696,restriction_test,B
697,restriction_test,B
698,restriction_test,B
699,restriction_test,A
700,restriction_test,A
701,restriction_test,B
702,restriction_test,B
703,restriction_test,B
704,restriction_test,B
705,restriction_test,B
706,restriction_test,A
707,restriction_test,A
708,restriction_test,A
709,restriction_test,B
710,restriction_test,B
711,restriction_test,B
712,restriction_test,B
713,restriction_test,B
714,restriction_test,A
715,restriction_test,B
716,restriction_test,A
717,restriction_test,B
718,restriction_test,A
719,restriction_test,A
720,restriction_test,B
721,restriction_test,A
722,restriction_test,B
723,restriction_test,A
724,restriction_test,A
725,restriction_test,B
726,restriction_test,A
727,restriction_test,A
728,restriction_test,A
729,restriction_test,A
730,restriction_test,B
731,restriction_test,B
732,restriction_test,A
733,restriction_test,B
734,restriction_test,B
735,restriction_test,B
736,restriction_test,B
737,restriction_test,B
738,restriction_test,A
739,restriction_test,B
740,restriction_test,A
741,restriction_test,A
742,restriction_test,A
743,restriction_test,B
744,restriction_test,B
745,restriction_test,A
746,restriction_test,A
747,restriction_test,A
748,restriction_test,A
749,restriction_test,A
750,restriction_test,B
751,restriction_test,B
752,restriction_test,A
753,restriction_test,B
754,restriction_test,A
755,restriction_test,A
756,restriction_test,B
757,restriction_test,B
758,restriction_test,B
759,restriction_test,A
760,restriction_test,B
761,restriction_test,B
762,restriction_test,A
763,restriction_test,B
764,restriction_test,A
765,restriction_test,A
766,restriction_test,A
767,restriction_test,B
768,restriction_test,A
769,restriction_test,A
770,restriction_test,A
771,restriction_test,B
772,restriction_test,B
773,restriction_test,A
774,restriction_test,A
775,restriction_test,B
776,restriction_test,A
777,restriction_test,A
778,restriction_test,B
779,restriction_test,B
780,restriction_test,A
781,restriction_test,A
782,restriction_test,A
783,restriction_test,A
784,restriction_test,A
785,restriction_test,A
786,restriction_test,B
787,restriction_test,A
788,restriction_test,A
789,restriction_test,B
790,restriction_test,B
791,restriction_test,A
792,restriction_test,A
793,restriction_test,B
794,restriction_test,A
795,restriction_test,B
796,restriction_test,A
797,restriction_test,B
798,restriction_test,B
799,restriction_test,B
800,restriction_test,A
801,restriction_test,B
802,restriction_test,A
803,restriction_test,A
804,restriction_test,B
805,restriction_test,A
806,restriction_test,B
807,restriction_test,B
808,restriction_test,B
809,restriction_test,B
810,restriction_test,A
811,restriction_test,A
812,restriction_test,A
813,restriction_test,B
814,restriction_test,A
815,restriction_test,A
816,restriction_test,B
817,restriction_test,B
818,restriction_test,B
819,restriction_test,A
820,restriction_test,B
821,restriction_test,A
822,restriction_test,B
823,restriction_test,B
824,restriction_test,A
825,restriction_test,A
826,restriction_test,A
827,restriction_test,B
828,restriction_test,A
829,restriction_test,A
830,restriction_test,B
831,restriction_test,A
832,restriction_test,B
833,restriction_test,B
834,restriction_test,B
835,restriction_test,A
836,restriction_test,A
837,restriction_test,B
838,restriction_test,A
839,restriction_test,B
840,restriction_test,B
841,restriction_test,B
842,restriction_test,B
843,restriction_test,A
844,restriction_test,B
845,restriction_test,A
846,restriction_test,B
847,restriction_test,B
848,restriction_test,B
849,restriction_test,B
850,restriction_test,B
851,restriction_test,B
852,restriction_test,A
853,restriction_test,A
854,restriction_test,A
855,restriction_test,A
856,restriction_test,A
857,restriction_test,B
858,restriction_test,A
859,restriction_test,A
860,restriction_test,B
861,restriction_test,B
862,restriction_test,B
863,restriction_test,B
864,restriction_test,A
865,restriction_test,A
866,restriction_test,A
867,restriction_test,A
868,restriction_test,B
869,restriction_test,A
870,restriction_test,B
871,restriction_test,A
872,restriction_test,B
873,restriction_test,B
874,restriction_test,A
875,restriction_test,A
876,restriction_test,A
877,restriction_test,B
878,restriction_test,A
879,restriction_test,B
880,restriction_test,A
881,restriction_test,A
882,restriction_test,B
883,restriction_test,A
884,restriction_test,A
885,restriction_test,A
886,restriction_test,A
887,restriction_test,A
888,restriction_test,B
889,restriction_test,B
890,restriction_test,A
891,restriction_test,A
892,restriction_test,B
893,restriction_test,B
894,restriction_test,B
895,restriction_test,B
896,restriction_test,A
897,restriction_test,B
898,restriction_test,B
899,restriction_test,A
900,restriction_test,A
901,restriction_test,A
902,restriction_test,A
903,restriction_test,B
904,restriction_test,B
905,restriction_test,B
906,restriction_test,B
907,restriction_test,B
908,restriction_test,A
909,restriction_test,A
910,restriction_test,B
911,restriction_test,B
912,restriction_test,B
913,restriction_test,A
914,restriction_test,B
915,restriction_test,B
916,restriction_test,B
917,restriction_test,A
918,restriction_test,A
919,restriction_test,B
920,restriction_test,B
921,restriction_test,A
922,restriction_test,A
923,restriction_test,A
924,restriction_test,A
925,restriction_test,B
926,restriction_test,A
927,restriction_test,A
928,restriction_test,A
929,restriction_test,A
930,restriction_test,A
931,restriction_test,B
932,restriction_test,B
933,restriction_test,A
934,restriction_test,B
935,restriction_test,A
936,restriction_test,B
937,restriction_test,B
938,restriction_test,B
939,restriction_test,B
940,restriction_test,B
941,restriction_test,A
942,restriction_test,A
943,restriction_test,B
944,restriction_test,B
945,restriction_test,B
946,restriction_test,A
947,restriction_test,B
948,restriction_test,B
949,restriction_test,A
950,restriction_test,A
951,restriction_test,A
952,restriction_test,A
953,restriction_test,A
954,restriction_test,B
955,restriction_test,A
956,restriction_test,A
957,restriction_test,A
958,restriction_test,A
959,restriction_test,B
960,restriction_test,B
961,restriction_test,B
962,restriction_test,A
963,restriction_test,A
964,restriction_test,B
965,restriction_test,B
966,restriction_test,B
967,restriction_test,A
968,restriction_test,B
969,restriction_test,A
970,restriction_test,A
971,restriction_test,A
972,restriction_test,A
973,restriction_test,B
974,restriction_test,A
975,restriction_test,A
976,restriction_test,A
977,restriction_test,A
978,restriction_test,B
979,restriction_test,B
980,restriction_test,A
981,restriction_test,B
982,restriction_test,B
983,restriction_test,A
984,restriction_test,B
985,restriction_test,A
986,restriction_test,A
987,restriction_test,B
988,restriction_test,A
989,restriction_test,B
990,restriction_test,B
991,restriction_test,A
992,restriction_test,B
993,restriction_test,B
994,restriction_test,B
995,restriction_test,A
996,restriction_test,B
997,restriction_test,B
998,restriction_test,A
999,restriction_test,B
1000,restriction_test,B
1001,restriction_test,B
1002,restriction_test,B
1003,restriction_test,B
1004,restriction_test,A
1005,restriction_test,B
1006,restriction_test,A
1007,restriction_test,A
1008,restriction_test,A
1009,restriction_test,B
1010,restriction_test,B
1011,restriction_test,A
1012,restriction_test,B
1013,restriction_test,B
1014,restriction_test,A
1015,restriction_test,A
1016,restriction_test,B
1017,restriction_test,A
1018,restriction_test,B
1019,restriction_test,A
1020,restriction_test,B
1021,restriction_test,B
1022,restriction_test,B
1023,restriction_test,A
1024,restriction_test,B
1025,restriction_test,B
1026,restriction_test,B
1027,restriction_test,A
1028,restriction_test,A
1029,restriction_test,A
1030,restriction_test,A
1031,restriction_test,A
1032,restriction_test,B
1033,restriction_test,A
1034,restriction_test,A
1035,restriction_test,A
1036,restriction_test,A
1037,restriction_test,B
1038,restriction_test,B
1039,restriction_test,A
1040,restriction_test,B
1041,restriction_test,B
1042,restriction_test,B
1043,restriction_test,B
1044,restriction_test,A
1045,restriction_test,B
1046,restriction_test,B
1047,restriction_test,B
1048,restriction_test,A
1049,restriction_test,A
1050,restriction_test,A
1051,restriction_test,A
1052,restriction_test,B
1053,restriction_test,A
1054,restriction_test,B
1055,restriction_test,A
1056,restriction_test,A
1057,restriction_test,B
1058,restriction_test,B
1059,restriction_test,B
1060,restriction_test,A
1061,restriction_test,A
1062,restriction_test,B
1063,restriction_test,B
1064,restriction_test,A
1065,restriction_test,B
1066,restriction_test,A
1067,restriction_test,A
1068,restriction_test,A
1069,restriction_test,B
1070,restriction_test,A
1071,restriction_test,A
1072,restriction_test,A
1073,restriction_test,A
1074,restriction_test,A
1075,restriction_test,A
1076,restriction_test,A
1077,restriction_test,B
1078,restriction_test,A
1079,restriction_test,A
1080,restriction_test,A
1081,restriction_test,B
1082,restriction_test,B
1083,restriction_test,A
1084,restriction_test,A
1085,restriction_test,B
1086,restriction_test,A
1087,restriction_test,A
1088,restriction_test,A
1089,restriction_test,A
1090,restriction_test,A
1091,restriction_test,B
1092,restriction_test,A
1093,restriction_test,A
1094,restriction_test,B
1095,restriction_test,B
1096,restriction_test,B
1097,restriction_test,A
1098,restriction_test,B
1099,restriction_test,B
1100,restriction_test,B
1101,restriction_test,A
1102,restriction_test,A
1103,restriction_test,A
1104,restriction_test,A
1105,restriction_test,A
1106,restriction_test,A
1107,restriction_test,A
1108,restriction_test,A
1109,restriction_test,A
1110,restriction_test,A
1111,restriction_test,B
1112,restriction_test,B
1113,restriction_test,A
1114,restriction_test,A
1115,restriction_test,A
1116,restriction_test,B
1117,restriction_test,A
1118,restriction_test,B
1119,restriction_test,B
1120,restriction_test,A
1121,restriction_test,B
1122,restriction_test,A
1123,restriction_test,A
1124,restriction_test,B
1125,restriction_test,B
1126,restriction_test,B
1127,restriction_test,B
1128,restriction_test,A
1129,restriction_test,B
1130,restriction_test,B
1131,restriction_test,A
1132,restriction_test,B
1133,restriction_test,B
1134,restriction_test,A
1135,restriction_test,A
1136,restriction_test,B
1137,restriction_test,B
1138,restriction_test,A
1139,restriction_test,B
1140,restriction_test,B
1141,restriction_test,B
1142,restriction_test,B
1143,restriction_test,B
1144,restriction_test,B
1145,restriction_test,B
1146,restriction_test,B
1147,restriction_test,A
1148,restriction_test,B
1149,restriction_test,A
1150,restriction_test,A
1151,restriction_test,B
1152,restriction_test,B
1153,restriction_test,A
1154,restriction_test,B
1155,restriction_test,A
1156,restriction_test,A
1157,restriction_test,B
1158,restriction_test,B
1159,restriction_test,A
1160,restriction_test,B
1161,restriction_test,B
1162,restriction_test,A
1163,restriction_test,B
1164,restriction_test,B
1165,restriction_test,A
1166,restriction_test,B
1167,restriction_test,B
1168,restriction_test,A
1169,restriction_test,B
1170,restriction_test,B
1171,restriction_test,A
1172,restriction_test,A
1173,restriction_test,B
1174,restriction_test,B
1175,restriction_test,B
1176,restriction_test,A
1177,restriction_test,B
1178,restriction_test,B
1179,restriction_test,A
1180,restriction_test,B
1181,restriction_test,A
1182,restriction_test,A
1183,restriction_test,B
1184,restriction_test,A
1185,restriction_test,A
1186,restriction_test,A
1187,restriction_test,A
1188,restriction_test,A
1189,restriction_test,B
1190,restriction_test,A
1191,restriction_test,A
1192,restriction_test,B
1193,restriction_test,A
1194,restriction_test,B
1195,restriction_test,A
1196,restriction_test,B
1197,restriction_test,B
1198,restriction_test,B
1199,restriction_test,B
1200,restriction_test,A
1201,restriction_test,A
1202,restriction_test,A
1203,restriction_test,A
1204,restriction_test,B
1205,restriction_test,A
1206,restriction_test,B
1207,restriction_test,A
1208,restriction_test,B
1209,restriction_test,A
1210,restriction_test,A
1211,restriction_test,A
1212,restriction_test,A
1213,restriction_test,A
1214,restriction_test,A
1215,restriction_test,A
1216,restriction_test,B
1217,restriction_test,A
1218,restriction_test,B
1219,restriction_test,B
1220,restriction_test,B
1221,restriction_test,B
1222,restriction_test,A
1223,restriction_test,B
1224,restriction_test,B
1225,restriction_test,B
1226,restriction_test,B
1227,restriction_test,A
1228,restriction_test,A
1229,restriction_test,A
1230,restriction_test,B
1231,restriction_test,B
1232,restriction_test,A
1233,restriction_test,A
1234,restriction_test,B
1235,restriction_test,B
1236,restriction_test,B
1237,restriction_test,B
1238,restriction_test,A
1239,restriction_test,B
1240,restriction_test,A
1241,restriction_test,A
1242,restriction_test,A
1243,restriction_test,B
1244,restriction_test,A
1245,restriction_test,B
1246,restriction_test,B
1247,restriction_test,B
1248,restriction_test,A
1249,restriction_test,A
1250,restriction_test,A
1251,restriction_test,B
1252,restriction_test,A
1253,restriction_test,A
1254,restriction_test,B
1255,restriction_test,A
1256,restriction_test,A
1257,restriction_test,A
1258,restriction_test,B
1259,restriction_test,A
1260,restriction_test,B
1261,restriction_test,B
1262,restriction_test,A
1263,restriction_test,A
1264,restriction_test,A
1265,restriction_test,A
1266,restriction_test,A
1267,restriction_test,B
1268,restriction_test,A
1269,restriction_test,B
1270,restriction_test,A
1271,restriction_test,A
1272,restriction_test,A
1273,restriction_test,B
1274,restriction_test,A
1275,restriction_test,A
1276,restriction_test,B
1277,restriction_test,A
1278,restriction_test,B
1279,restriction_test,A
1280,restriction_test,A
1281,restriction_test,A
1282,restriction_test,B
1283,restriction_test,A
1284,restriction_test,B
1285,restriction_test,A
1286,restriction_test,B
1287,restriction_test,B
1288,restriction_test,A
1289,restriction_test,A
1290,restriction_test,A
1291,restriction_test,A
1292,restriction_test,A
1293,restriction_test,B
1294,restriction_test,B
1295,restriction_test,B
1296,restriction_test,B
1297,restriction_test,A
1298,restriction_test,B
1299,restriction_test,B
1300,restriction_test,A
1301,restriction_test,B
1302,restriction_test,B
1303,restriction_test,A
1304,restriction_test,B
1305,restriction_test,B
1306,restriction_test,B
1307,restriction_test,A
1308,restriction_test,A
1309,restriction_test,A
1310,restriction_test,B
1311,restriction_test,B
1312,restriction_test,B
1313,restriction_test,A
1314,restriction_test,B
1315,restriction_test,A
1316,restriction_test,A
1317,restriction_test,A
1318,restriction_test,B
1319,restriction_test,A
1320,restriction_test,B
1321,restriction_test,B
1322,restriction_test,B
1323,restriction_test,B
1324,restriction_test,B
1325,restriction_test,B
1326,restriction_test,B
1327,restriction_test,A
1328,restriction_test,A
1329,restriction_test,A
1330,restriction_test,B
1331,restriction_test,A
1332,restriction_test,A
1333,restriction_test,A
1334,restriction_test,B
1335,restriction_test,A
1336,restriction_test,A
1337,restriction_test,B
1338,restriction_test,B
1339,restriction_test,B
1340,restriction_test,A
1341,restriction_test,B
1342,restriction_test,A
1343,restriction_test,B
1344,restriction_test,B
1345,restriction_test,A
1346,restriction_test,A
1347,restriction_test,B
1348,restriction_test,B
1349,restriction_test,A
1350,restriction_test,A
1351,restriction_test,B
1352,restriction_test,A
1353,restriction_test,A
1354,restriction_test,A
1355,restriction_test,A
1356,restriction_test,A
1357,restriction_test,A
1358,restriction_test,A
1359,restriction_test,B
1360,restriction_test,B
